2022-04-21 09:42:52,B,,,,,,,,,,,,,,,,,,,,,
2022-04-21 09:43:05,EFF,1,Outside,Janie,None,None,None
2022-04-21 09:44:21,SIT,1,35,12,Binocs,5,Otter,Blow,5,1,3,MarMam,Humpback,Active,N/A,N/A,None,FALSE,N/A,N/A,N/A
2022-04-21 09:44:33,COM,1,testing comments
2022-04-21 09:44:41,EFF,0,Outside,Janie,None,None,None
2022-04-21 09:45:04,EFF,1,Inside,Chenoah,None,None,None
2022-04-21 09:45:48,SEA,50,250,2,7,3,3,30,Drizzle,Thin,Mild,None,Mild,300,330
2022-04-21 09:47:28,SIT,2,210,0.12,Binocs,1.5,CMP peaks,Body,9,5,7,MarMam,Fin,Sleep,Milling,Sleep,S,TRUE,1,0,Maybe
2022-04-21 09:50:01,E,
2022-04-21 11:20:27,B,,,,,,,,,,,,,,,,,,,,,
2022-04-21 11:21:11,E,
2022-04-21 11:22:23,B,,,,,,,,,,,,,,,,,,,,,
2022-04-21 11:22:57,COM,NA,new comment
2022-04-21 11:23:16,E,
2022-04-21 11:24:13,B,,,,,,,,,,,,,,,,,,,,,
2022-04-21 11:24:25,E,
